Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
0,0.943719972546328,0.17647058823529413,0.5,0.38858111692291897,0.41792458742113436,0.0,0.0,1.0,1.0,0.0,0.75,0.0,0.2727272727272727,0.4,0.0,0.0,0.0,0.4444444444444445,0.4285714285714285,0.5037037037037038,0.819672131147541,0.0,0.0,0.9,0.9,0.5,0.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,0.07228915662650602,0.16666666666666666,0.28493894165535955,0.07245703669298653,0.16104746317512275,0.0,0.0,1.0,1.0,0.40889152526032735,0.30024213075060535,0.0,0.5550747958038622,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,1.0,0.33333333333333337,0.3333333333333333,0.0,0.6000000000000001,0.6000000000000001,0.29906542056074764,1.0,0.5,0.46544428772919605,1.0,1.0,1.0,0.0,0.12431444241316271,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5454545454545454,0.75,1.0,0.5
1,0.11187371310912834,1.0,0.5,0.40071794056087273,0.4013700170597514,0.0,0.5,1.0,1.0,0.0,0.75,0.0,0.2727272727272727,0.4,0.0,0.25,0.0,0.4444444444444445,0.7142857142857143,0.5037037037037038,0.16393442622950818,0.0,0.0,0.9,0.9,0.5,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.06218993621545004,0.8333333333333333,0.12279511533242876,0.052020436600092895,0.10540098199672669,0.0,0.5,1.0,1.0,0.33431599606346074,0.2648910411622276,0.0,0.49539745808420665,0.5,0.0,0.6666666666666666,0.0,0.5,0.6666666666666666,1.0,0.33333333333333337,1.0,0.0,0.6000000000000001,0.8,0.2616822429906542,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.16336056009334887,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.7272727272727273,0.5,1.0,0.5
2,0.04461221688400823,0.0,0.5,0.4560656102716869,0.4119070491501333,0.0,0.5,0.0,1.0,0.0,0.75,0.0,0.18181818181818182,0.4,0.0,0.0,0.3333333333333333,0.6666666666666665,0.4285714285714285,0.02962962962962963,0.0819672131147541,0.0,0.0,0.8,0.8,0.25,0.104375,0.6666666666666666,1.0,0.5,0.5,1.0,0.0,0.3333333333333333,0.1794826364280652,1.0,0.0,0.20436600092893636,0.23780687397708677,0.0,0.0,1.0,1.0,0.5631014385598587,0.0,0.0,0.5263735054904308,0.5,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.0,0.6000000000000001,0.0,0.037383177570093455,0.6666666666666666,0.5,0.3935119887165021,1.0,1.0,1.0,0.16802800466744455,0.05301645338208409,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4545454545454545,0.25,1.0,0.5
3,0.5518188057652711,0.3529411764705882,0.5,0.4711754616031938,0.39435120211600294,0.0,0.5,1.0,1.0,0.0,0.75,0.0,0.5,0.4,0.0,0.0,1.0,0.4444444444444445,0.4285714285714285,0.2888888888888889,0.6557377049180328,0.0,0.0,0.8,0.8,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.07087172218284904,0.8333333333333333,0.3256445047489823,0.046446818392940084,0.16039279869067105,0.0,0.5,1.0,1.0,0.4073500430754775,0.0,0.0,0.3807808956831922,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,1.0,0.33333333333333337,1.0,0.0,0.6000000000000001,0.0,0.3644859813084112,0.0,0.25,0.27080394922425954,1.0,1.0,1.0,0.0793465577596266,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.8181818181818182,0.0,1.0,0.5
4,0.5600549073438572,0.3529411764705882,0.5,0.49506374709743084,0.37464266818034764,0.0,0.5,1.0,1.0,0.0,0.75,0.0,0.13636363636363635,0.4,0.0,0.0,1.0,0.5555555555555556,0.7142857142857143,0.2888888888888889,0.6557377049180328,0.0,0.0,0.30000000000000004,0.30000000000000004,0.25,0.05,1.0,1.0,0.25,1.0,1.0,0.0,0.3333333333333333,0.0892983699503898,1.0,0.0,0.23502090106827683,0.16530278232405893,0.0,0.5,1.0,1.0,0.4341793865792809,0.0,0.0,0.4058603123265274,0.5,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,1.0,0.33333333333333337,1.0,0.0,0.6000000000000001,0.0,0.3644859813084112,1.0,0.5,0.31029619181946405,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.4545454545454545,1.0,1.0,0.5
5,0.9972546328071379,0.2352941176470588,0.5,0.40071794056087273,0.35359212605469414,0.0,0.5,1.0,1.0,0.0,0.75,0.0,0.3181818181818182,0.4,0.0,0.0,0.5,0.5555555555555556,0.4285714285714285,0.05925925925925926,0.13114754098360656,0.0,0.0,0.8,0.8,0.5,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.442638179284719,0.15597381342062194,0.0,0.0,1.0,1.0,0.39677749769154236,0.3360774818401937,0.0,0.5644332388146114,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,1.0,0.41666666666666663,1.0,0.3333333333333333,1.0,0.0,0.07476635514018691,0.6666666666666666,0.5,0.3244005641748942,1.0,1.0,1.0,0.0,0.07312614259597806,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6363636363636364,0.25,1.0,0.5
6,0.03980782429649965,0.0,0.5,0.4066403062325974,0.4517365168686234,0.0,0.5,1.0,1.0,0.0,0.75,0.0,0.8636363636363636,1.0,0.0,0.0,0.3333333333333333,0.5555555555555556,0.4285714285714285,0.014814814814814815,0.04918032786885246,0.0,0.0,0.8,0.8,0.5,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.16672572643515238,1.0,0.0,0.10078959591267998,0.18952536824877253,0.0,0.0,1.0,1.0,0.4705094671360337,0.0,0.0,0.43982078649316314,0.5,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.0,0.6000000000000001,0.6000000000000001,0.0,1.0,0.5,0.40620592383638926,1.0,1.0,1.0,0.0,0.09140767824497258,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.36363636363636365,0.0,0.3333333333333333,0.75
7,0.09951956074124914,0.2352941176470588,0.5,0.4403125963841563,0.3893703342914938,0.0,0.5,0.0,1.0,0.0,0.25,0.0,0.3181818181818182,0.4,0.0,0.0,0.5,0.6666666666666665,0.4285714285714285,0.06666666666666667,0.16393442622950818,0.0,0.0,0.8,0.8,0.25,0.1125,0.6666666666666666,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.41058987459359036,0.1446808510638298,0.0,0.0,1.0,1.0,0.3683352639013098,0.5573849878934625,0.0,0.6392657027906905,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,0.4,0.4,0.08411214953271028,0.0,0.5,0.30606488011283495,1.0,1.0,1.0,0.16802800466744455,0.08775137111517367,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.36363636363636365,1.0,1.0,0.5
8,0.01098146877144818,0.0,0.5,0.4238592228593645,0.4608487706223927,0.0,0.5,1.0,1.0,0.0,0.75,0.0,0.8636363636363636,1.0,0.0,0.0,0.3333333333333333,0.4444444444444445,0.4285714285714285,0.02962962962962963,0.0819672131147541,0.0,0.0,0.8,0.8,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.11445783132530121,1.0,0.0,0.2173711100789596,0.1823240589198036,0.0,0.0,1.0,1.0,0.45585000440260615,0.0,0.0,0.42611747788977006,0.5,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.0,0.6000000000000001,0.6000000000000001,0.037383177570093455,1.0,0.5,0.40620592383638926,1.0,1.0,1.0,0.0,0.18647166361974407,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4545454545454545,0.5,1.0,0.5
9,0.334248455730954,0.9411764705882353,0.75,0.0,0.03137066418037082,0.0,0.5,1.0,1.0,0.0,0.75,0.0,0.4090909090909091,0.4,0.0,0.75,0.8333333333333333,0.3333333333333333,0.8571428571428571,0.2888888888888889,0.13114754098360656,0.0,0.0,0.2,0.2,0.5,0.0,1.0,0.3333333333333333,0.25,0.5,1.0,0.0,0.3333333333333333,0.09124734231041814,1.0,0.0,0.053413841151881095,0.10310965630114567,0.0,1.0,1.0,1.0,0.2401457931059543,0.0,0.0,0.22448243653798405,0.5,0.0,0.3333333333333333,0.0,0.125,0.3333333333333333,0.6666666666666666,0.08333333333333334,1.0,0.0,0.6000000000000001,0.0,0.3644859813084112,1.0,0.25,0.2016925246826516,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.36363636363636365,0.75,1.0,0.5
