SalePrice
1377,117000
165,127500
67,226000
806,135500
818,155000
1455,175000
60,158000
147,222500
18,159000
489,86000
1242,170000
1321,72500
222,179900
262,151000
1054,255000
213,156000
500,113000
145,130000
1044,278000
1292,107500
334,192000
1151,149900
679,128500
601,141000
1449,92000
979,139000
545,229000
528,86000
935,79900
1409,215000
540,315000
443,172500
692,335000
1137,94000
133,220000
1024,287000
1243,465000
792,269790
630,124000
65,317000
1072,91500
393,100000
311,132000
1273,177000
907,250000
995,121600
746,236000
669,137500
1344,155835
1267,378500
1067,167900
974,167500
619,305000
936,184900
872,116000
283,244600
471,190000
1397,137500
860,189950
1231,132500
157,269500
439,110000
248,180000
1117,130000
1093,146000
1022,87000
1222,143000
1228,367294
180,177000
392,106500
834,139950
1196,219210
839,130500
1092,136500
206,143900
1270,260000
641,226000
1016,203000
1353,410000
204,110000
225,112000
693,108480
107,115000
1012,165000
636,60000
731,187500
573,170000
1181,392500
83,126500
1182,745000
1178,154900
1237,195000
1318,275000
201,171500
988,195000
355,177500
458,161000
854,170000
603,151000
1328,256000
496,430000
477,380000
1130,135000
776,221500
922,169990
749,98000
1119,133700
1118,140000
1059,220000
106,100000
1298,160000
130,226000
119,163990
1290,180500
285,164700
102,118964
149,115000
870,109500
1350,200000
1265,183900
1291,119500
588,143000
631,209500
1410,230000
1435,174000
55,180500
608,359100
1161,224000
432,122500
635,200000
423,315000
1033,230000
837,100000
1406,133000
1170,171000
642,345000
377,340000
585,369900
613,147000
939,244400
324,242000
729,103000
561,170000
123,153900
752,217000
1370,105000
594,110000
1062,90000
485,147000
992,187000
1166,245350
725,120500
956,124000
84,168500
352,95000
1427,140000
1077,138800
644,370878
59,124900
811,144500
1385,125500
269,148000
771,102000
1005,149900
1232,101800
1313,333168
747,265979
1184,186700
1334,125000
170,128500
829,147400
503,289000
820,183000
462,62383
1006,163500
966,160000
741,142000
241,110500
401,164990
444,210000
229,192500
857,174000
171,215000
1403,282922
1239,265900
1417,340000
30,40000
649,84500
1165,233170
519,234000
236,185500
1258,190000
1172,171900
1192,125000
238,318000
82,245000
234,216500
515,402861
637,93000
589,79500
615,137500
1351,171000
864,250580
400,245500
866,248900
476,208900
801,109900
1057,248000
930,201000
197,235000
521,150000
960,116500
416,149500
22,230000
429,175000
845,171000
1140,139000
218,311500
707,254000
868,169000
1174,239000
138,230000
1293,162900
37,153000
888,268000
1264,181000
58,438780
1279,68400
890,122900
1100,60000
712,189000
396,123000
472,148000
1352,134900
1419,223000
1442,310000
1282,150500
417,239000
876,132250
779,135000
1283,139000
1099,157000
1252,130000
354,140000
266,185000
1272,137000
11,345000
336,377426
1310,335000
71,129500
1129,140000
983,255900
1035,84000
156,109500
492,172785
1089,197000
1049,84900
967,135000
1384,105000
325,87000
943,143000
754,156000
553,108000
802,189000
920,201000
727,194500
1191,174000
1316,295493
191,184000
786,139000
4,250000
461,155000
63,140000
702,361919
53,385000
1155,218000
1003,136905
1153,120500
101,178000
1014,119200
593,140000
942,150000
1304,130000
584,133000
343,266000
626,139900
557,108000
1286,143000
1082,192000
909,174000
1392,123000
664,423000
103,198900
219,167240
1104,106000
378,394432
318,260000
763,337000
1306,202500
1368,144000
1091,160000
214,161750
511,202665
185,475000
555,113000
54,130000
527,446261
1255,127500
77,127000
1451,287090
463,188700
977,199900
456,98000
239,113000
153,235000
474,251000
189,286000
349,437154
431,79900
1088,137500
5,143000
322,301000
948,192500
350,318061
1195,176000
623,168500
20,325300
364,190000
950,129000
677,109500
41,170000
835,128000
1209,290000
247,140000
1454,185000
6,307000
903,240000
897,142953
379,179000
1040,155000
765,264132
223,97000
559,234000
329,78000
508,161000
733,131400
889,149500
332,284000
947,270000
1276,162000
1230,190000
235,89500
1156,179900
1319,111000
1041,173000
136,143000
175,243000
1325,55000
688,392000
726,222000
360,156000
217,107000
1068,151400
87,164500
42,144000
356,173000
36,145000
467,146500
817,271000
159,320000
670,173500
735,163000
591,451950
32,179900
277,141000
1388,377500
1162,129000
766,196500
1212,113000
1440,191000
963,239000
344,85000
674,140000
415,181134
672,165000
402,108000
716,159500
173,163000
316,260000
48,113000
1034,119750
1131,93500
1428,119000
949,197500
640,274000
781,175900
1163,108959
946,143000
263,130000
1026,167500
192,192000
1289,281000
1202,117000
441,118000
1083,160000
186,173000
525,176000
1045,139600
984,126000
418,126000
1381,237500
21,139400
1411,140000
605,205000
404,168000
256,207500
305,305900
620,67000
242,79000
914,173733
944,137500
732,222500
341,82000
782,187100
1207,200000
842,174900
1405,275000
357,134000
1338,200000
851,215000
993,173900
1250,244000
997,185000
479,89471
840,140000
95,185000
1164,194000
469,187000
651,108000
345,140200
109,190000
428,195400
687,148800
769,538000
565,128000
645,143250
583,325000
1443,121000
504,147000
1287,190000
384,240000
1046,556581
1456,210000
958,185000
210,98000
762,215200
131,244000
689,194700
906,255000
3,140000
785,161500
1227,147000
98,83000
612,261500
882,178000
319,187500
68,80000
1362,104900
44,141000
809,106000
183,200000
61,101000
606,152000
691,755000
209,145000
884,100000
894,118858
881,187500
118,320000
574,139000
1288,278000
1133,239500
986,117000
865,148500
226,290000
466,167000
1391,124000
255,230000
280,228500
88,85000
586,130000
1450,136000
117,155000
1023,191000
484,132500
1398,138000
1213,145000
445,127500
663,137500
1263,180500
25,256300
1218,80500
838,144000
1248,129500
760,127500
610,313000
1275,137000
294,167000
1363,156932
755,172500
758,179400
128,155000
1148,116900
1346,262500
836,153500
286,159000
794,194500
181,200100
551,112500
998,91000
1294,115000
315,188500
927,176000
348,154000
971,173000
513,134000
1331,132500
1017,187500
1149,143000
803,582933
1380,58500
764,270000
154,125000
542,213250
405,150000
278,415298
275,205000
1047,145000
406,115000
1103,159500
430,85400
812,55993
338,202500
421,215000
1120,118400
96,214000
634,144000
240,262500
1365,216000
639,264561
1090,92900
562,108000
982,159895
1414,207000
293,235000
824,232600
35,309000
179,100000
1004,181000
917,135000
454,188000
1144,80000
373,123000
736,93500
1052,165000
546,210000
510,164900
1107,274725
1084,187500
1426,271000
1188,195000
330,119000
1051,200141
893,165000
720,275000
1064,154000
196,311872
622,135000
365,147000
47,249700
1322,190000
516,158000
931,117500
627,153000
556,141000
372,125000
1061,81000
1394,246578
212,252678
16,149000
99,128950
15,132000
575,118500
681,159434
184,127000
